title,calorie,cook_time,servings,ratings,fat_g,protein_g,carb_g,fat_ratio,protein_ratio,carb_ratio,link
Easy Slow Cooker French Dip,413.0,430,9.0,4.51,18.1,39.1,19.6,0.39,0.38,0.22999999999999998,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/
Glazed Meatloaf I,589.0,80,6.0,4.63,41.7,27.9,25.2,0.64,0.19,0.16999999999999998,https://www.allrecipes.com/recipe/16293/glazed-meatloaf-i/
Bourbon Mango Pulled Pork,319.0,380,10.0,4.68,8.0,23.7,34.5,0.23,0.3,0.47000000000000003,https://www.allrecipes.com/recipe/163001/bourbon-mango-pulled-pork/
Maries Easy Slow Cooker Pot Roast,540.0,580,8.0,4.59,30.6,45.7,18.2,0.51,0.34,0.14999999999999997,https://www.allrecipes.com/recipe/16346/maries-easy-slow-cooker-pot-roast/
Baked Pork Chops I,457.0,120,6.0,4.55,19.9,29.9,36.0,0.39,0.26,0.35,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/
Easy Meatloaf,372.0,70,8.0,4.58,24.7,18.2,18.5,0.6,0.2,0.2,https://www.allrecipes.com/recipe/16354/easy-meatloaf/
Fried Corn With Smoked Sausage,422.0,30,6.0,4.53,28.5,19.9,23.2,0.61,0.19,0.2,https://www.allrecipes.com/recipe/163913/fried-corn-with-smoked-sausage/
Portobello Sandwiches,445.0,20,4.0,4.62,33.4,7.8,31.4,0.68,0.07,0.24999999999999994,https://www.allrecipes.com/recipe/16408/portobello-sandwiches/
Sausage And Bow Tie Pasta Florentine,625.0,30,6.0,4.56,39.2,23.4,47.8,0.56,0.15,0.2899999999999999,https://www.allrecipes.com/recipe/164208/sausage-and-bow-tie-pasta-florentine/
Slow Cooker Italian Beef For Sandwiches,318.0,735,10.0,4.63,15.8,39.4,1.6,0.45,0.5,0.050000000000000044,https://www.allrecipes.com/recipe/16427/slow-cooker-italian-beef-for-sandwiches/
Southern Grilled Barbecued Ribs,519.0,110,8.0,4.77,35.5,25.0,24.5,0.62,0.19,0.19,https://www.allrecipes.com/recipe/16429/southern-grilled-barbecued-ribs/
Soft Mahi Mahi Tacos With Ginger Lime Dressing,324.0,60,6.0,4.51,13.2,20.1,33.0,0.37,0.25,0.38,https://www.allrecipes.com/recipe/164313/soft-mahi-mahi-tacos-with-ginger-lime-dressing/
Simple Bbq Ribs,441.0,120,4.0,4.78,22.2,33.3,24.5,0.45,0.3,0.25000000000000006,https://www.allrecipes.com/recipe/16448/simple-bbq-ribs/
Spicy Vegan Potato Curry,407.0,60,6.0,4.51,20.1,10.1,50.6,0.44,0.1,0.4600000000000001,https://www.allrecipes.com/recipe/165190/spicy-vegan-potato-curry/
Black Beans And Pork Chops,392.0,30,4.0,4.66,18.7,33.8,21.8,0.43,0.34,0.23000000000000004,https://www.allrecipes.com/recipe/165527/black-beans-and-pork-chops/
Farmers Market Vegetarian Quesadillas,209.0,30,6.0,4.68,7.1,10.2,36.8,0.31,0.2,0.48999999999999994,https://www.allrecipes.com/recipe/165783/farmers-market-vegetarian-quesadillas/
Pepper Honey Cedar Plank Salmon,484.0,105,6.0,4.75,16.7,37.0,47.3,0.31,0.31,0.37999999999999995,https://www.allrecipes.com/recipe/165827/pepper-honey-cedar-plank-salmon/
Pot Roast In Foil,389.0,250,8.0,4.65,25.1,35.1,3.1,0.58,0.36,0.06000000000000005,https://www.allrecipes.com/recipe/16593/pot-roast-in-foil/
Juicy Thanksgiving Turkey,556.0,200,20.0,4.84,24.0,69.3,4.3,0.39,0.5,0.10999999999999999,https://www.allrecipes.com/recipe/166160/juicy-thanksgiving-turkey/
Red Lentil Curry,192.0,40,8.0,4.5,2.6,12.1,32.5,0.12,0.25,0.63,https://www.allrecipes.com/recipe/16641/red-lentil-curry/
Happy Shrimp,280.0,40,4.0,4.71,19.9,19.5,3.1,0.64,0.28,0.07999999999999996,https://www.allrecipes.com/recipe/166558/happy-shrimp/
Spicy Chipotle Turkey Burgers,376.0,35,4.0,4.67,15.3,33.3,25.8,0.37,0.35,0.28,https://www.allrecipes.com/recipe/166583/spicy-chipotle-turkey-burgers/
Tomato Basil Salmon,405.0,30,2.0,4.57,26.6,36.2,4.0,0.59,0.36,0.050000000000000044,https://www.allrecipes.com/recipe/166624/tomato-basil-salmon/
Grilled Tilapia With Mango Salsa,634.0,115,2.0,4.74,40.2,36.3,33.4,0.57,0.23,0.20000000000000004,https://www.allrecipes.com/recipe/166771/grilled-tilapia-with-mango-salsa/
Garlicky Appetizer Shrimp Scampi,302.0,21,6.0,4.65,21.8,25.0,0.9,0.65,0.33,0.019999999999999962,https://www.allrecipes.com/recipe/16679/garlicky-appetizer-shrimp-scampi/
Firecracker Grilled Alaska Salmon,307.0,400,8.0,4.72,21.5,23.3,4.6,0.63,0.3,0.07,https://www.allrecipes.com/recipe/16699/firecracker-grilled-alaska-salmon/
Ultimate Shrimp Scampi,792.0,40,4.0,4.61,41.3,36.1,72.6,0.47,0.18,0.35000000000000003,https://www.allrecipes.com/recipe/167170/ultimate-shrimp-scampi/
Spoiled Baby Back Ribs,894.0,85,3.0,4.75,60.4,49.5,36.9,0.61,0.22,0.17,https://www.allrecipes.com/recipe/167373/spoiled-baby-back-ribs/
Vegetable Pizza I,467.0,60,12.0,4.6,38.8,8.8,20.7,0.75,0.08,0.16999999999999998,https://www.allrecipes.com/recipe/16756/vegetable-pizza-i/
Veggie Pot Pie,469.0,90,6.0,4.55,25.0,8.4,54.4,0.48,0.07,0.45,https://www.allrecipes.com/recipe/16765/veggie-pot-pie/
Grilled Stuffed Portobello Mushrooms,156.0,35,4.0,4.68,13.8,3.1,7.3,0.8,0.08,0.11999999999999995,https://www.allrecipes.com/recipe/16789/grilled-stuffed-portobello-mushrooms/
Burrito Pie,432.0,60,16.0,4.56,23.9,19.8,33.3,0.5,0.18,0.32,https://www.allrecipes.com/recipe/16881/burrito-pie/
Beef Wellington,744.0,60,8.0,4.54,57.2,26.2,29.6,0.69,0.14,0.17000000000000004,https://www.allrecipes.com/recipe/16899/beef-wellington/
Ronaldos Beef Carnitas,218.0,250,12.0,4.55,13.8,20.8,1.4,0.57,0.38,0.050000000000000044,https://www.allrecipes.com/recipe/16901/ronaldos-beef-carnitas/
Texas Pork Ribs,614.0,810,12.0,4.67,30.9,33.4,53.1,0.45,0.22,0.33000000000000007,https://www.allrecipes.com/recipe/16913/texas-pork-ribs/
Pork Medallions With Balsamic Vinegar And Capers,249.0,25,6.0,4.53,11.9,27.4,6.4,0.43,0.44,0.13000000000000006,https://www.allrecipes.com/recipe/169749/pork-medallions-with-balsamic-vinegar-and-capers/
Turkey In A Smoker,625.0,620,13.0,4.79,31.7,71.2,9.8,0.46,0.46,0.08000000000000002,https://www.allrecipes.com/recipe/16984/turkey-in-a-smoker/
Charleys Slow Cooker Mexican Style Meat,260.0,530,12.0,4.6,19.1,18.4,3.3,0.66,0.28,0.05999999999999994,https://www.allrecipes.com/recipe/16995/charleys-slow-cooker-mexican-style-meat/
Lasagna Stuffed Shells,734.0,45,6.0,4.56,35.0,63.1,41.7,0.43,0.34,0.23000000000000004,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/
Baked Ziti Iii,761.0,50,8.0,4.71,34.4,36.2,74.9,0.41,0.19,0.4000000000000001,https://www.allrecipes.com/recipe/17098/baked-ziti-iii/
Kosher Salt Encrusted Prime Rib Roast,391.0,280,6.0,4.72,25.8,36.1,1.2,0.59,0.37,0.040000000000000036,https://www.allrecipes.com/recipe/17143/kosher-salt-encrusted-prime-rib-roast/
Three Cheese Manicotti,439.0,65,7.0,4.54,20.8,25.1,38.3,0.43,0.23,0.3400000000000001,https://www.allrecipes.com/recipe/17148/three-cheese-manicotti/
Sauce Rosee,344.0,45,6.0,4.55,27.0,5.2,18.3,0.71,0.06,0.23000000000000004,https://www.allrecipes.com/recipe/17166/sauce-rosee/
Chinese Pepper Steak,312.0,30,4.0,4.59,15.4,26.1,17.0,0.44,0.33,0.23000000000000004,https://www.allrecipes.com/recipe/172704/chinese-pepper-steak/
No Noodle Zucchini Lasagna,494.0,90,8.0,4.61,27.3,41.3,23.2,0.5,0.33,0.16999999999999998,https://www.allrecipes.com/recipe/172958/no-noodle-zucchini-lasagna/
Mushroom Risotto,439.0,45,4.0,4.54,19.5,16.9,48.7,0.4,0.15,0.44999999999999996,https://www.allrecipes.com/recipe/17323/mushroom-risotto/
Campbellsr Slow Cooker Savory Pot Roast,656.0,490,6.0,4.55,33.3,50.0,36.6,0.46,0.3,0.24000000000000005,https://www.allrecipes.com/recipe/177849/campbellsr-slow-cooker-savory-pot-roast/
Slider Style Mini Burgers ,232.0,50,24.0,4.58,13.2,12.0,16.1,0.51,0.21,0.28,https://www.allrecipes.com/recipe/178295/slider-style-mini-burgers-/
Glazed Corned Beef,463.0,195,7.0,4.66,24.3,23.8,38.1,0.47,0.21,0.32000000000000006,https://www.allrecipes.com/recipe/17855/glazed-corned-beef/
Stuffed Green Peppers I,463.0,60,6.0,4.52,24.3,27.2,35.5,0.47,0.23,0.30000000000000004,https://www.allrecipes.com/recipe/17991/stuffed-green-peppers-i/
Pork Apple Burgers,532.0,30,8.0,4.58,30.2,23.2,40.6,0.51,0.17,0.31999999999999995,https://www.allrecipes.com/recipe/18008/pork-apple-burgers/
Sweet And Sour Meatloaf,547.0,70,6.0,4.56,32.9,24.3,38.2,0.54,0.18,0.27999999999999997,https://www.allrecipes.com/recipe/18035/sweet-and-sour-meatloaf/
Tantalizingly Tangy Meatloaf,274.0,45,8.0,4.58,16.1,11.3,21.1,0.53,0.16,0.30999999999999994,https://www.allrecipes.com/recipe/18069/tantalizingly-tangy-meatloaf/
Traditional Style Vegan Shepherds Pie,552.0,75,6.0,4.7,24.4,20.2,64.5,0.4,0.15,0.44999999999999996,https://www.allrecipes.com/recipe/180735/traditional-style-vegan-shepherds-pie/
Marinated Flank Steak,275.0,385,6.0,4.63,22.5,14.8,3.4,0.74,0.22,0.04000000000000001,https://www.allrecipes.com/recipe/18074/marinated-flank-steak/
Salmon With Brown Sugar Glaze,330.0,15,4.0,4.6,16.2,29.0,15.0,0.44,0.35,0.21000000000000008,https://www.allrecipes.com/recipe/180764/salmon-with-brown-sugar-glaze/
Macaroni And Cheese With Caramelized Onions And Bacon,942.0,80,8.0,4.52,59.5,45.6,56.6,0.57,0.19,0.24000000000000005,https://www.allrecipes.com/recipe/180905/macaroni-and-cheese-with-caramelized-onions-and-bacon/
The Best Clam Sauce,906.0,45,4.0,4.54,39.2,60.6,73.8,0.39,0.27,0.33999999999999997,https://www.allrecipes.com/recipe/18148/the-best-clam-sauce/
Shrimp And Asparagus,653.0,50,8.0,4.51,42.2,24.7,45.4,0.58,0.15,0.27,https://www.allrecipes.com/recipe/18149/shrimp-and-asparagus/
Fried Rice I,516.0,40,4.0,4.55,20.7,17.3,63.5,0.36,0.13,0.51,https://www.allrecipes.com/recipe/18286/fried-rice-i/
Blackened Tuna,243.0,20,6.0,4.6,14.0,26.7,1.1,0.52,0.44,0.03999999999999998,https://www.allrecipes.com/recipe/18377/blackened-tuna/
Spanakopita Greek Spinach Pie,494.0,90,5.0,4.51,34.7,18.2,31.5,0.63,0.15,0.22,https://www.allrecipes.com/recipe/18417/spanakopita-greek-spinach-pie/
Quick Savory Cranberry Glazed Pork Loin Roast,419.0,70,10.0,4.54,15.9,29.6,38.8,0.34,0.28,0.3799999999999999,https://www.allrecipes.com/recipe/184255/quick-savory-cranberry-glazed-pork-loin-roast/
Baked Pasta With Sausage And Baby Portobello Mushroom White Sauce,440.0,35,12.0,4.65,27.4,17.0,31.6,0.56,0.15,0.2899999999999999,https://www.allrecipes.com/recipe/184361/baked-pasta-with-sausage-and-baby-portobello-mushroom-white-sauce/
Bobs Awesome Lasagna,335.0,90,12.0,4.63,14.6,24.0,26.2,0.39,0.29,0.32,https://www.allrecipes.com/recipe/18442/bobs-awesome-lasagna/
Quiche Lorraine Ii,359.0,65,8.0,4.65,26.3,13.6,17.0,0.66,0.15,0.18999999999999997,https://www.allrecipes.com/recipe/18477/quiche-lorraine-ii/
Homemade Wonton Soup,363.0,40,8.0,4.72,12.1,22.9,40.5,0.3,0.25,0.44999999999999996,https://www.allrecipes.com/recipe/185519/homemade-wonton-soup/
Exchange Gang Pasta With Shrimp,512.0,35,4.0,4.62,18.5,31.1,52.8,0.33,0.24,0.42999999999999994,https://www.allrecipes.com/recipe/187351/exchange-gang-pasta-with-shrimp/
Little Meat Loaves,678.0,90,6.0,4.68,38.3,34.3,48.8,0.51,0.2,0.29,https://www.allrecipes.com/recipe/18798/little-meat-loaves/
Old Fashioned Mac And Cheese,401.0,65,7.0,4.59,23.3,18.5,29.1,0.52,0.18,0.3,https://www.allrecipes.com/recipe/18805/old-fashioned-mac-and-cheese/
Sweet Polish Sausage,837.0,120,4.0,4.55,62.0,28.2,40.9,0.67,0.13,0.19999999999999996,https://www.allrecipes.com/recipe/18837/sweet-polish-sausage/
Roast Leg Of Lamb With Rosemary,553.0,61,10.0,4.59,38.7,40.7,8.1,0.63,0.29,0.08000000000000002,https://www.allrecipes.com/recipe/18870/roast-leg-of-lamb-with-rosemary/
Bread Machine Calzone,288.0,80,4.0,4.67,19.3,15.9,12.3,0.6,0.22,0.18000000000000002,https://www.allrecipes.com/recipe/18878/bread-machine-calzone/
Cheesy Sausage Pasta,514.0,35,8.0,4.55,27.7,20.0,48.0,0.49,0.16,0.35,https://www.allrecipes.com/recipe/188824/cheesy-sausage-pasta/
Super Simple Salmon,304.0,15,4.0,4.71,15.7,36.6,3.3,0.46,0.48,0.06000000000000005,https://www.allrecipes.com/recipe/189058/super-simple-salmon/
Balsamic Baked Tilapia,329.0,40,4.0,4.63,17.3,32.3,10.7,0.47,0.39,0.14,https://www.allrecipes.com/recipe/189966/balsamic-baked-tilapia/
Country Fried Steak,468.0,25,4.0,4.51,18.6,22.7,50.9,0.36,0.19,0.45,https://www.allrecipes.com/recipe/191793/country-fried-steak/
Sausage Pasta,423.0,45,6.0,4.54,19.3,22.3,39.0,0.41,0.21,0.3800000000000001,https://www.allrecipes.com/recipe/19291/sausage-pasta/
Simple Carnitas,188.0,180,10.0,4.61,9.6,18.4,6.6,0.46,0.39,0.15000000000000002,https://www.allrecipes.com/recipe/193219/simple-carnitas/
Tomato Vodka Sauce,764.0,0,4.0,4.55,31.7,19.2,93.5,0.37,0.1,0.53,https://www.allrecipes.com/recipe/19330/tomato-vodka-sauce/
Homemade Lasagna,638.0,105,8.0,4.52,27.2,45.7,54.1,0.38,0.29,0.33,https://www.allrecipes.com/recipe/19344/homemade-lasagna/
Grilled Marinated Shrimp,447.0,160,6.0,4.82,37.5,25.3,3.7,0.76,0.23,0.009999999999999981,https://www.allrecipes.com/recipe/19484/grilled-marinated-shrimp/
Honey Grilled Shrimp,434.0,96,3.0,4.64,20.2,29.9,33.4,0.42,0.28,0.30000000000000004,https://www.allrecipes.com/recipe/19485/honey-grilled-shrimp/
Island Style Fried Rice,511.0,60,6.0,4.7,28.1,17.1,48.0,0.49,0.13,0.38,https://www.allrecipes.com/recipe/195042/island-style-fried-rice/
Sukis Spinach And Feta Pasta,451.0,40,4.0,4.55,20.6,17.8,51.8,0.41,0.16,0.43000000000000005,https://www.allrecipes.com/recipe/19591/sukis-spinach-and-feta-pasta/
Barbequed Ribs,588.0,690,8.0,4.73,37.5,44.2,18.9,0.57,0.3,0.13000000000000006,https://www.allrecipes.com/recipe/19856/barbequed-ribs/
Crab Stuffed Flounder,308.0,31,6.0,4.51,21.2,26.5,2.2,0.62,0.34,0.03999999999999998,https://www.allrecipes.com/recipe/19914/crab-stuffed-flounder/
Penne A La Vodka Ii,632.0,45,6.0,4.53,35.8,12.9,62.9,0.51,0.08,0.41,https://www.allrecipes.com/recipe/19919/penne-a-la-vodka-ii/
Dads Cheesy Bacon Wrapped Meat Loaf,589.0,90,6.0,4.61,37.5,43.5,17.3,0.57,0.3,0.13000000000000006,https://www.allrecipes.com/recipe/199688/dads-cheesy-bacon-wrapped-meat-loaf/
Swordfish A La Siciliana,389.0,55,6.0,4.74,23.1,32.9,13.3,0.53,0.34,0.12999999999999995,https://www.allrecipes.com/recipe/20019/swordfish-a-la-siciliana/
Slow Cooker Italian Beef,113.0,65,6.0,4.51,2.8,16.5,5.2,0.22,0.58,0.20000000000000007,https://www.allrecipes.com/recipe/20031/slow-cooker-italian-beef/
Grilled Filet Mignon With Gorgonzola Cream Sauce,1456.0,75,4.0,4.8,133.6,54.9,9.0,0.83,0.15,0.020000000000000046,https://www.allrecipes.com/recipe/200340/grilled-filet-mignon-with-gorgonzola-cream-sauce/
Artichoke Spinach Lasagna,396.0,80,8.0,4.64,16.0,21.1,44.5,0.36,0.21,0.43000000000000005,https://www.allrecipes.com/recipe/20082/artichoke-spinach-lasagna/
Fish Roll Ups,323.0,40,12.0,4.55,17.7,34.7,4.7,0.49,0.43,0.08000000000000002,https://www.allrecipes.com/recipe/20114/fish-roll-ups/
Mongolian Beef And Spring Onions,391.0,30,4.0,4.6,12.1,18.0,54.7,0.28,0.18,0.54,https://www.allrecipes.com/recipe/201849/mongolian-beef-and-spring-onions/
Garlic Salmon,169.0,40,6.0,4.51,6.7,24.5,2.1,0.36,0.58,0.06000000000000005,https://www.allrecipes.com/recipe/20193/garlic-salmon/
Barbequed Pork Ribs,544.0,220,10.0,4.65,39.5,29.6,17.6,0.65,0.22,0.12999999999999998,https://www.allrecipes.com/recipe/20393/barbequed-pork-ribs/
Roasted Butternut Squash And Garlic Lasagna,339.0,145,12.0,4.52,19.3,10.4,33.5,0.51,0.12,0.37,https://www.allrecipes.com/recipe/204052/roasted-butternut-squash-and-garlic-lasagna/
Grilled Spicy Lamb Burgers,478.0,25,4.0,4.69,22.4,29.4,38.0,0.42,0.25,0.33000000000000007,https://www.allrecipes.com/recipe/20425/grilled-spicy-lamb-burgers/
Cottage Meatloaf,325.0,65,8.0,4.62,19.5,18.7,18.2,0.54,0.23,0.22999999999999995,https://www.allrecipes.com/recipe/20621/cottage-meatloaf/
Glazed Meatloaf Ii,318.0,80,8.0,4.6,16.8,22.4,18.9,0.48,0.28,0.24,https://www.allrecipes.com/recipe/20673/glazed-meatloaf-ii/
Rempel Family Meatloaf,360.0,55,6.0,4.55,23.5,26.8,9.5,0.59,0.3,0.11000000000000004,https://www.allrecipes.com/recipe/20675/rempel-family-meatloaf/
Bacon Wrapped Pork Medallions,417.0,40,4.0,4.64,25.5,42.3,2.4,0.55,0.41,0.03999999999999998,https://www.allrecipes.com/recipe/209691/bacon-wrapped-pork-medallions/
Vegetarian Four Cheese Lasagna,451.0,75,8.0,4.6,29.5,28.8,20.4,0.59,0.26,0.15000000000000002,https://www.allrecipes.com/recipe/21090/vegetarian-four-cheese-lasagna/
Apple Glazed Pork Tenderloin,434.0,55,4.0,4.61,6.4,22.5,65.1,0.13,0.21,0.66,https://www.allrecipes.com/recipe/211179/apple-glazed-pork-tenderloin/
Bbq Pork For Sandwiches,355.0,285,12.0,4.78,18.1,30.2,15.2,0.46,0.34,0.2,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/
Baked Dijon Salmon,422.0,35,4.0,4.57,29.0,24.3,17.6,0.62,0.23,0.15,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/
Bacon Risotto,557.0,45,4.0,4.65,21.5,15.9,73.8,0.35,0.11,0.54,https://www.allrecipes.com/recipe/211847/bacon-risotto/
Stuffed Peppers My Way,385.0,60,2.0,4.61,15.2,10.8,52.6,0.36,0.11,0.53,https://www.allrecipes.com/recipe/21190/stuffed-peppers-my-way/
Japanese Beef Stir Fry,290.0,45,8.0,4.58,7.6,26.4,26.4,0.24,0.36,0.4,https://www.allrecipes.com/recipe/212636/japanese-beef-stir-fry/
Jewish Style Sweet And Sour Brisket,401.0,660,10.0,4.74,25.1,19.3,24.4,0.56,0.19,0.24999999999999994,https://www.allrecipes.com/recipe/212741/jewish-style-sweet-and-sour-brisket/
Turkey And Quinoa Meatloaf,259.0,80,5.0,4.64,11.0,25.3,15.2,0.38,0.39,0.22999999999999998,https://www.allrecipes.com/recipe/213211/turkey-and-quinoa-meatloaf/
Indian Fish Curry,338.0,85,4.0,4.57,13.5,41.6,11.6,0.36,0.49,0.15000000000000002,https://www.allrecipes.com/recipe/213238/indian-fish-curry/
Sweet And Savory Slow Cooker Pulled Pork,485.0,905,10.0,4.62,19.1,28.5,45.5,0.35,0.24,0.41000000000000003,https://www.allrecipes.com/recipe/213262/sweet-and-savory-slow-cooker-pulled-pork/
Lobster Tails Steamed In Beer,209.0,13,2.0,4.63,1.7,36.1,4.1,0.07,0.69,0.24,https://www.allrecipes.com/recipe/21333/lobster-tails-steamed-in-beer/
Lindas Lasagna,494.0,150,8.0,4.73,21.8,38.2,38.2,0.4,0.31,0.29,https://www.allrecipes.com/recipe/21340/lindas-lasagna/
Rocks T Bone Steaks,929.0,15,4.0,4.71,43.9,123.0,2.5,0.43,0.53,0.040000000000000036,https://www.allrecipes.com/recipe/213461/rocks-t-bone-steaks/
Grilled Salmon With Habanero Lime Butter,480.0,161,4.0,4.59,38.9,25.0,5.4,0.73,0.21,0.060000000000000026,https://www.allrecipes.com/recipe/21352/grilled-salmon-with-habanero-lime-butter/
Meatball Nirvana,343.0,40,4.0,4.63,16.8,31.0,15.3,0.44,0.36,0.20000000000000007,https://www.allrecipes.com/recipe/213742/meatball-nirvana/
Juicy Lucy Burgers,593.0,25,4.0,4.58,37.5,38.1,23.4,0.57,0.26,0.17000000000000004,https://www.allrecipes.com/recipe/213797/juicy-lucy-burgers/
Ham And Beans And More,459.0,870,8.0,4.63,22.3,25.5,39.9,0.44,0.22,0.3400000000000001,https://www.allrecipes.com/recipe/214048/ham-and-beans-and-more/
Shrimp Francesca,391.0,35,4.0,4.54,25.2,23.6,18.2,0.58,0.24,0.18000000000000005,https://www.allrecipes.com/recipe/214071/shrimp-francesca/
Real Chiles Rellenos,424.0,140,4.0,4.71,23.1,21.3,34.3,0.49,0.2,0.31,https://www.allrecipes.com/recipe/214088/real-chiles-rellenos/
Garlic Alfredo Tilapia,435.0,25,4.0,4.63,35.0,26.3,4.4,0.72,0.24,0.040000000000000036,https://www.allrecipes.com/recipe/214164/garlic-alfredo-tilapia/
Shrimp Po Boys,1257.0,0,4.0,4.83,50.0,73.2,127.3,0.36,0.23,0.41000000000000003,https://www.allrecipes.com/recipe/214176/shrimp-po-boys/
Tangy Grilled Pork Tenderloin,267.0,280,6.0,4.53,3.6,23.4,35.3,0.12,0.35,0.53,https://www.allrecipes.com/recipe/21430/tangy-grilled-pork-tenderloin/
Cindys Jambalaya,284.0,70,8.0,4.76,11.5,18.4,24.6,0.36,0.26,0.38,https://www.allrecipes.com/recipe/214381/cindys-jambalaya/
Smokey Chipotle Meatloaf,306.0,75,8.0,4.61,16.2,25.8,12.7,0.48,0.34,0.18,https://www.allrecipes.com/recipe/214399/smokey-chipotle-meatloaf/
Three Packet Slow Cooker Roast,610.0,370,6.0,4.66,46.0,39.1,6.1,0.68,0.26,0.05999999999999994,https://www.allrecipes.com/recipe/214413/three-packet-slow-cooker-roast/
Sausage Peppers Onions And Potato Bake,539.0,65,8.0,4.63,29.8,20.2,45.8,0.5,0.15,0.35,https://www.allrecipes.com/recipe/214500/sausage-peppers-onions-and-potato-bake/
Mahi Mahi With Coconut Rice And Mango Salsa,808.0,120,4.0,4.74,28.9,30.9,107.0,0.32,0.15,0.5299999999999999,https://www.allrecipes.com/recipe/214541/mahi-mahi-with-coconut-rice-and-mango-salsa/
Grilled Rosemary Pork Chops,273.0,200,4.0,4.54,5.8,29.0,25.9,0.19,0.42,0.39000000000000007,https://www.allrecipes.com/recipe/214544/grilled-rosemary-pork-chops/
Spicy Eggplant,212.0,35,6.0,4.57,10.3,5.0,29.9,0.44,0.09,0.4700000000000001,https://www.allrecipes.com/recipe/215026/spicy-eggplant/
Barbeque Pork Two Ways,279.0,495,8.0,4.61,13.6,15.8,24.7,0.44,0.23,0.33000000000000007,https://www.allrecipes.com/recipe/21509/barbeque-pork-two-ways/
Pesto Pizza,394.0,20,6.0,4.65,19.9,17.3,39.3,0.45,0.18,0.37000000000000005,https://www.allrecipes.com/recipe/21528/pesto-pizza/
Stuffed Shells Iii,550.0,90,10.0,4.53,24.5,37.7,43.7,0.4,0.27,0.32999999999999996,https://www.allrecipes.com/recipe/21532/stuffed-shells-iii/
Dads Leftover Turkey Pot Pie,539.0,90,12.0,4.92,33.2,20.4,39.5,0.55,0.15,0.29999999999999993,https://www.allrecipes.com/recipe/215447/dads-leftover-turkey-pot-pie/
Salmon With Dill,262.0,30,4.0,4.6,18.1,22.8,0.7,0.62,0.35,0.030000000000000027,https://www.allrecipes.com/recipe/21555/salmon-with-dill/
Sea Bass Cuban Style,444.0,45,4.0,4.61,19.4,34.2,17.4,0.39,0.31,0.3,https://www.allrecipes.com/recipe/21579/sea-bass-cuban-style/
Spicy Salmon With Caramelized Onions,496.0,50,2.0,4.68,36.6,29.5,11.3,0.66,0.24,0.09999999999999998,https://www.allrecipes.com/recipe/215830/spicy-salmon-with-caramelized-onions/
Sausage And Sauerkraut,777.0,215,5.0,4.69,62.3,24.6,28.6,0.72,0.13,0.15000000000000002,https://www.allrecipes.com/recipe/216081/sausage-and-sauerkraut/
Bats And Cobwebs,522.0,40,6.0,4.62,23.1,30.4,47.4,0.4,0.23,0.37,https://www.allrecipes.com/recipe/216231/bats-and-cobwebs/
Easy Pleasy Mac N Cheesy   Us Navy Style,447.0,65,6.0,4.6,22.4,18.0,43.2,0.45,0.16,0.39,https://www.allrecipes.com/recipe/216355/easy-pleasy-mac-n-cheesy---us-navy-style/
Swedish Meatballs Svenska Kottbullar,309.0,85,6.0,4.65,21.3,16.9,11.9,0.62,0.22,0.16,https://www.allrecipes.com/recipe/216564/swedish-meatballs-svenska-kottbullar/
Stuffed Mexican Peppers,322.0,75,6.0,4.63,18.5,21.2,17.3,0.52,0.26,0.21999999999999997,https://www.allrecipes.com/recipe/216899/stuffed-mexican-peppers/
Apple And Brown Sugar Corned Beef,672.0,255,10.0,4.51,23.5,30.5,87.2,0.31,0.18,0.51,https://www.allrecipes.com/recipe/216933/apple-and-brown-sugar-corned-beef/
Marinated Grilled Shrimp,273.0,55,6.0,4.76,14.7,31.0,2.8,0.48,0.45,0.07,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/
