title,calorie,protein_g,carb_g,fat_g,protein_ratio,carb_ratio,fat_ratio,servings,ratings,cook_time,link
Chef Johns Loco Moco ,608.0,33.5,59.6,24.7,0.22,0.41000000000000003,0.37,2.0,4.5,30,https://www.allrecipes.com/recipe/272767/chef-johns-loco-moco-/
Lamb Borek,449.0,25.4,24.0,28.0,0.23,0.20999999999999996,0.56,8.0,4.6,125,https://www.allrecipes.com/recipe/272905/lamb-borek/
Easy Baked Beef Brisket,338.0,17.9,6.3,26.5,0.21,0.08000000000000007,0.71,8.0,5.0,735,https://www.allrecipes.com/recipe/273034/easy-baked-beef-brisket/
Crispy Beer Batter Fish Chips,503.0,27.3,42.7,22.1,0.22,0.38,0.4,4.0,5.0,25,https://www.allrecipes.com/recipe/273213/crispy-beer-batter-fish-chips/
Chef Johns Copycat Mcribr Sandwich,963.0,44.9,80.5,51.7,0.19,0.33000000000000007,0.48,4.0,5.0,660,https://www.allrecipes.com/recipe/274040/chef-johns-copycat-mcribr-sandwich/
Pineapple Pulled Pork Al Pastor,553.0,42.6,42.6,22.9,0.31,0.32000000000000006,0.37,12.0,4.8,1230,https://www.allrecipes.com/recipe/274229/pineapple-pulled-pork-al-pastor/
Black And Blue Steak Burger,436.0,30.9,23.9,23.1,0.28,0.24,0.48,4.0,4.5,75,https://www.allrecipes.com/recipe/274366/black-and-blue-steak-burger/
Firecracker Shrimp Roll With Crab Aioli,993.0,40.8,73.5,60.8,0.16,0.2899999999999999,0.55,6.0,4.75,45,https://www.allrecipes.com/recipe/274417/firecracker-shrimp-roll-with-crab-aioli/
Laotian Grilled Chicken Ping Gai,221.0,20.2,10.0,11.1,0.37,0.17999999999999994,0.45,10.0,4.65,270,https://www.allrecipes.com/recipe/274634/laotian-grilled-chicken-ping-gai/
Buttermilk Barbecue Chicken,323.0,40.2,15.4,10.5,0.5,0.20999999999999996,0.29,6.0,4.0,425,https://www.allrecipes.com/recipe/275062/buttermilk-barbecue-chicken/
The Best Beef Tri Tip,274.0,38.4,1.4,11.8,0.56,0.04999999999999993,0.39,8.0,5.0,120,https://www.allrecipes.com/recipe/275063/the-best-beef-tri-tip/
Penang Pork Satay,153.0,10.3,8.1,8.8,0.27,0.20999999999999996,0.52,10.0,4.88,290,https://www.allrecipes.com/recipe/275397/penang-pork-satay/
Cherry Tomato And Cheese Galette,228.0,7.0,14.2,16.1,0.12,0.24,0.64,12.0,5.0,140,https://www.allrecipes.com/recipe/275445/cherry-tomato-and-cheese-galette/
Chef Johns American Goulash,336.0,18.9,25.1,17.3,0.22,0.31999999999999995,0.46,12.0,4.89,75,https://www.allrecipes.com/recipe/275489/chef-johns-american-goulash/
Baked Philly Cheesesteak Sliders,298.0,18.3,11.2,19.7,0.25,0.16000000000000003,0.59,10.0,5.0,60,https://www.allrecipes.com/recipe/275608/baked-philly-cheesesteak-sliders/
Walnut Crusted Chicken Breast,474.0,30.7,13.0,34.8,0.26,0.07999999999999996,0.66,4.0,4.4,145,https://www.allrecipes.com/recipe/276054/walnut-crusted-chicken-breast/
Dry Aged Prime Rib,422.0,21.4,0.0,36.6,0.2,0.020000000000000018,0.78,20.0,5.0,230,https://www.allrecipes.com/recipe/276096/dry-aged-prime-rib/
Lazy Pork Dumplings,50.0,3.1,3.8,2.4,0.25,0.32000000000000006,0.43,64.0,4.71,110,https://www.allrecipes.com/recipe/276226/lazy-pork-dumplings/
Bacon Wrapped Cranberry Walnut Pork,319.0,22.4,11.9,16.9,0.28,0.24,0.48,4.0,4.75,135,https://www.allrecipes.com/recipe/276594/bacon-wrapped-cranberry-walnut-pork/
Miso Braised Beef With King Mushrooms,608.0,35.7,15.7,42.4,0.23,0.14,0.63,4.0,5.0,170,https://www.allrecipes.com/recipe/276690/miso-braised-beef-with-king-mushrooms/
Dirty Dirty Rice,356.0,15.4,55.2,7.4,0.17,0.64,0.19,6.0,4.67,90,https://www.allrecipes.com/recipe/276821/dirty-dirty-rice/
Copycat Fried Chicken Sandwich,811.0,37.0,74.6,39.6,0.18,0.38,0.44,4.0,4.3,160,https://www.allrecipes.com/recipe/276887/copycat-fried-chicken-sandwich/
Fast Upside Down Turkey,633.0,76.4,13.5,28.2,0.48,0.12,0.4,20.0,5.0,885,https://www.allrecipes.com/recipe/277369/fast-upside-down-turkey/
Turkey Rice,443.0,47.8,33.6,11.2,0.43,0.33999999999999997,0.23,4.0,4.75,105,https://www.allrecipes.com/recipe/277407/turkey-rice/
Lions Head Meatballs,315.0,20.6,18.5,18.1,0.26,0.21999999999999997,0.52,6.0,5.0,135,https://www.allrecipes.com/recipe/277536/lions-head-meatballs/
Moroccan Spiced Pork Roast,332.0,23.2,32.9,12.2,0.28,0.3899999999999999,0.33,12.0,4.6,160,https://www.allrecipes.com/recipe/277576/moroccan-spiced-pork-roast/
New Years Good Luck Pasta Fazool,293.0,16.9,34.5,10.0,0.23,0.45999999999999996,0.31,6.0,5.0,65,https://www.allrecipes.com/recipe/277949/new-years-good-luck-pasta-fazool/
Honey Ginger Grilled Salmon,373.0,37.6,22.3,14.5,0.4,0.25,0.35,4.0,4.62,40,https://www.allrecipes.com/recipe/29460/honey-ginger-grilled-salmon/
Blue Cheese Beef Tenderloin,669.0,35.1,5.1,54.6,0.21,0.06000000000000005,0.73,8.0,4.72,90,https://www.allrecipes.com/recipe/30575/blue-cheese-beef-tenderloin/
Beef Yakitori,367.0,24.4,10.8,25.0,0.27,0.12,0.61,4.0,4.57,270,https://www.allrecipes.com/recipe/31026/beef-yakitori/
Skillet Pork Chops With Potatoes And Onion,354.0,20.9,31.2,16.4,0.24,0.3400000000000001,0.42,4.0,4.52,70,https://www.allrecipes.com/recipe/31087/skillet-pork-chops-with-potatoes-and-onion/
Sweet And Sour Pork Iii,663.0,13.9,74.7,35.0,0.08,0.44000000000000006,0.48,4.0,4.71,120,https://www.allrecipes.com/recipe/31144/sweet-and-sour-pork-iii/
Marinated Turkey Breast,317.0,59.8,2.2,6.0,0.75,0.07999999999999996,0.17,12.0,4.54,300,https://www.allrecipes.com/recipe/31813/marinated-turkey-breast/
Awesome Grilled Cheese Sandwiches,293.0,10.9,25.7,16.2,0.15,0.35,0.5,9.0,4.57,25,https://www.allrecipes.com/recipe/32089/awesome-grilled-cheese-sandwiches/
Reuben Sandwich,793.0,34.2,50.2,51.7,0.17,0.24,0.59,4.0,4.66,25,https://www.allrecipes.com/recipe/32161/reuben-sandwich/
Glazed Ham,512.0,57.4,21.2,20.7,0.45,0.18999999999999995,0.36,12.0,4.67,520,https://www.allrecipes.com/recipe/34523/glazed-ham/
Broiled Lobster Tails,592.0,37.0,7.4,48.0,0.25,0.020000000000000018,0.73,2.0,4.64,20,https://www.allrecipes.com/recipe/34638/broiled-lobster-tails/
Baked Salmon Ii,613.0,36.3,2.9,51.9,0.24,0.0,0.76,2.0,4.68,120,https://www.allrecipes.com/recipe/34746/baked-salmon-ii/
Pepperoncini Beef,998.0,55.9,71.5,52.7,0.22,0.30000000000000004,0.48,8.0,4.57,500,https://www.allrecipes.com/recipe/34929/pepperoncini-beef/
Penne Russo A La Vodka,866.0,28.6,93.8,36.4,0.13,0.49,0.38,4.0,4.53,35,https://www.allrecipes.com/recipe/34972/penne-russo-a-la-vodka/
Corn Dogs,318.0,8.6,19.2,22.9,0.11,0.24,0.65,16.0,4.56,40,https://www.allrecipes.com/recipe/35149/corn-dogs/
Scott Hibbs Amazing Whisky Grilled Baby Back Ribs,1043.0,50.7,54.7,68.5,0.19,0.21999999999999997,0.59,4.0,4.83,180,https://www.allrecipes.com/recipe/35753/scott-hibbs-amazing-whisky-grilled-baby-back-ribs/
Bbq Steak,442.0,25.0,5.3,35.3,0.23,0.050000000000000044,0.72,6.0,4.53,210,https://www.allrecipes.com/recipe/36002/bbq-steak/
Chile Verde Ii,357.0,27.5,7.8,23.8,0.31,0.09000000000000008,0.6,20.0,4.55,120,https://www.allrecipes.com/recipe/36196/chile-verde-ii/
Blackened Salmon Fillets,511.0,37.4,4.5,38.3,0.29,0.040000000000000036,0.67,4.0,4.65,25,https://www.allrecipes.com/recipe/36487/blackened-salmon-fillets/
Beef And Bean Chimichangas,821.0,40.1,83.6,36.0,0.2,0.4099999999999999,0.39,8.0,4.52,45,https://www.allrecipes.com/recipe/36766/beef-and-bean-chimichangas/
Halibut With Rice Wine,194.0,23.9,8.6,4.3,0.49,0.31000000000000005,0.2,6.0,4.66,60,https://www.allrecipes.com/recipe/36867/halibut-with-rice-wine/
Rosemary Braised Lamb Shanks,481.0,30.3,17.6,21.8,0.25,0.3400000000000001,0.41,6.0,4.72,150,https://www.allrecipes.com/recipe/36927/rosemary-braised-lamb-shanks/
Grilled Rock Lobster Tails,742.0,44.3,4.3,60.9,0.24,0.020000000000000018,0.74,2.0,4.75,27,https://www.allrecipes.com/recipe/36996/grilled-rock-lobster-tails/
Cajun Style Stuffed Peppers,307.0,17.0,39.9,9.6,0.22,0.5,0.28,6.0,4.65,60,https://www.allrecipes.com/recipe/38215/cajun-style-stuffed-peppers/
Cuban Midnight Sandwich,1096.0,43.3,44.1,84.4,0.16,0.15000000000000002,0.69,4.0,4.58,25,https://www.allrecipes.com/recipe/38466/cuban-midnight-sandwich/
Italian Sausage And Zucchini,301.0,16.5,10.5,21.6,0.22,0.13,0.65,6.0,4.6,45,https://www.allrecipes.com/recipe/38475/italian-sausage-and-zucchini/
Baked Orange Roughy Italian Style,242.0,21.9,5.4,14.4,0.36,0.09999999999999998,0.54,4.0,4.59,30,https://www.allrecipes.com/recipe/38828/baked-orange-roughy-italian-style/
Simple Savory Pork Roast,335.0,36.5,0.4,19.7,0.44,0.030000000000000027,0.53,6.0,4.61,75,https://www.allrecipes.com/recipe/39447/simple-savory-pork-roast/
Marinated Tuna Steak,200.0,27.4,3.7,7.9,0.55,0.08999999999999997,0.36,4.0,4.68,51,https://www.allrecipes.com/recipe/39455/marinated-tuna-steak/
Macadamia Crusted Sea Bass With Mango Cream Sauce,423.0,24.2,13.6,31.1,0.23,0.10999999999999999,0.66,4.0,4.61,40,https://www.allrecipes.com/recipe/39583/macadamia-crusted-sea-bass-with-mango-cream-sauce/
Iowa Pork Steak,417.0,28.9,21.9,24.0,0.28,0.19999999999999996,0.52,4.0,4.56,120,https://www.allrecipes.com/recipe/39642/iowa-pork-steak/
Actually Delicious Turkey Burgers,183.0,20.9,2.3,9.5,0.46,0.07000000000000006,0.47,12.0,4.58,30,https://www.allrecipes.com/recipe/39748/actually-delicious-turkey-burgers/
Shrimp Lemon Pepper Linguini,484.0,31.6,47.7,18.4,0.26,0.3999999999999999,0.34,4.0,4.55,40,https://www.allrecipes.com/recipe/40154/shrimp-lemon-pepper-linguini/
The Best Meatballs,613.0,26.6,6.6,53.2,0.17,0.04999999999999993,0.78,8.0,4.65,50,https://www.allrecipes.com/recipe/40399/the-best-meatballs/
Seasoned Cornish Hens,579.0,45.6,3.6,41.3,0.32,0.040000000000000036,0.64,4.0,4.51,90,https://www.allrecipes.com/recipe/40453/seasoned-cornish-hens/
Blackened Shrimp Stroganoff,440.0,33.1,41.4,16.1,0.3,0.37,0.33,4.0,4.52,60,https://www.allrecipes.com/recipe/40573/blackened-shrimp-stroganoff/
Easy Herb Roasted Turkey,597.0,68.2,0.9,33.7,0.46,0.030000000000000027,0.51,16.0,4.71,255,https://www.allrecipes.com/recipe/41393/easy-herb-roasted-turkey/
Ritas Sweet Holiday Baked Ham,667.0,42.1,28.1,42.1,0.25,0.18000000000000005,0.57,24.0,4.65,140,https://www.allrecipes.com/recipe/41750/ritas-sweet-holiday-baked-ham/
All American Roast Beef,484.0,44.8,0.2,32.4,0.37,0.030000000000000027,0.6,6.0,4.5,65,https://www.allrecipes.com/recipe/42176/all-american-roast-beef/
Champagne Shrimp And Pasta,608.0,31.5,38.9,29.0,0.21,0.36,0.43,4.0,4.6,30,https://www.allrecipes.com/recipe/42586/champagne-shrimp-and-pasta/
Pattis Mussels A La Mariniere,161.0,7.7,5.7,8.7,0.19,0.32000000000000006,0.49,6.0,4.7,25,https://www.allrecipes.com/recipe/42657/pattis-mussels-a-la-mariniere/
Awesome Korean Steak,376.0,20.6,21.4,21.9,0.22,0.26,0.52,6.0,4.56,750,https://www.allrecipes.com/recipe/42964/awesome-korean-steak/
Baked Halibut Steaks,259.0,38.5,6.7,8.0,0.59,0.13,0.28,4.0,4.69,30,https://www.allrecipes.com/recipe/43719/baked-halibut-steaks/
Classic Cuban Midnight Medianoche Sandwich,1453.0,92.1,69.1,88.4,0.25,0.19999999999999996,0.55,4.0,4.69,23,https://www.allrecipes.com/recipe/43945/classic-cuban-midnight-medianoche-sandwich/
Seafood Lasagna Ii,764.0,45.7,44.4,46.0,0.24,0.21999999999999997,0.54,12.0,4.53,120,https://www.allrecipes.com/recipe/43946/seafood-lasagna-ii/
Daves Low Country Boil,722.0,67.6,45.8,29.4,0.37,0.26,0.37,15.0,4.79,60,https://www.allrecipes.com/recipe/44033/daves-low-country-boil/
Best Ever Sausage With Peppers Onions And Beer,724.0,33.4,27.3,50.0,0.18,0.19999999999999996,0.62,6.0,4.54,60,https://www.allrecipes.com/recipe/44470/best-ever-sausage-with-peppers-onions-and-beer/
Ham With Pineapple,586.0,46.5,15.8,36.2,0.32,0.11999999999999988,0.56,20.0,4.66,260,https://www.allrecipes.com/recipe/45000/ham-with-pineapple/
Flounder Mediterranean,282.0,24.4,8.2,15.4,0.35,0.16000000000000003,0.49,4.0,4.6,45,https://www.allrecipes.com/recipe/45187/flounder-mediterranean/
Pork Roast With Sauerkraut And Kielbasa,229.0,14.8,7.6,15.7,0.26,0.12,0.62,12.0,4.55,385,https://www.allrecipes.com/recipe/45382/pork-roast-with-sauerkraut-and-kielbasa/
Roasted Rack Of Lamb,481.0,22.2,5.6,40.8,0.18,0.06000000000000005,0.76,4.0,4.83,40,https://www.allrecipes.com/recipe/45641/roasted-rack-of-lamb/
Grilled Sea Bass,232.0,28.2,0.8,12.2,0.49,0.040000000000000036,0.47,6.0,4.71,40,https://www.allrecipes.com/recipe/45782/grilled-sea-bass/
Ginger Glazed Mahi Mahi,259.0,32.4,16.0,7.0,0.5,0.26,0.24,4.0,4.56,37,https://www.allrecipes.com/recipe/45833/ginger-glazed-mahi-mahi/
Brandied Shrimp With Pasta,662.0,29.3,61.0,29.5,0.18,0.41999999999999993,0.4,6.0,4.66,35,https://www.allrecipes.com/recipe/46126/brandied-shrimp-with-pasta/
Crab Stuffed Filet Mignon With Whiskey Peppercorn Sauce,748.0,41.4,6.7,57.3,0.22,0.09000000000000008,0.69,4.0,4.69,90,https://www.allrecipes.com/recipe/46815/crab-stuffed-filet-mignon-with-whiskey-peppercorn-sauce/
Spinach Cheese Manicotti,576.0,29.8,69.0,20.5,0.21,0.47,0.32,6.0,4.56,65,https://www.allrecipes.com/recipe/46887/spinach-cheese-manicotti/
Pasties Ii,887.0,25.0,72.0,55.3,0.11,0.32999999999999996,0.56,6.0,4.62,120,https://www.allrecipes.com/recipe/46981/pasties-ii/
Clam Sauce With Linguine,795.0,43.2,92.7,29.3,0.22,0.44999999999999996,0.33,4.0,4.58,40,https://www.allrecipes.com/recipe/47125/clam-sauce-with-linguine/
Wiener Schnitzel,435.0,27.4,51.0,12.4,0.25,0.49,0.26,8.0,4.63,35,https://www.allrecipes.com/recipe/47599/wiener-schnitzel/
Reuben Sandwich Ii,657.0,32.1,43.5,40.3,0.2,0.25,0.55,4.0,4.69,25,https://www.allrecipes.com/recipe/47717/reuben-sandwich-ii/
Grilled Lamb With Brown Sugar Glaze,241.0,14.6,15.8,13.1,0.24,0.27,0.49,4.0,4.71,85,https://www.allrecipes.com/recipe/47822/grilled-lamb-with-brown-sugar-glaze/
Cheesy Sausage Zucchini Casserole,305.0,15.3,17.3,19.6,0.2,0.21999999999999997,0.58,8.0,4.52,90,https://www.allrecipes.com/recipe/47954/cheesy-sausage-zucchini-casserole/
Zippy Shepherds Pie,493.0,23.7,31.8,31.3,0.19,0.24,0.57,6.0,4.5,45,https://www.allrecipes.com/recipe/48144/zippy-shepherds-pie/
Korean Bbq Beef Pul Kogi,276.0,20.6,13.8,14.9,0.3,0.20999999999999996,0.49,4.0,4.65,30,https://www.allrecipes.com/recipe/48546/korean-bbq-beef-pul-kogi/
Cajun Shrimp Orecchiette,327.0,20.0,27.1,12.2,0.24,0.41999999999999993,0.34,6.0,4.52,35,https://www.allrecipes.com/recipe/48548/cajun-shrimp-orecchiette/
Grilled Salmon Kyoto,407.0,31.3,9.4,26.7,0.31,0.10000000000000009,0.59,4.0,4.67,80,https://www.allrecipes.com/recipe/48855/grilled-salmon-kyoto/
Blat Wraps,643.0,14.1,43.9,46.0,0.09,0.27,0.64,4.0,4.58,40,https://www.allrecipes.com/recipe/48980/blat-wraps/
Ham With Honey And Brown Sugar Glaze,904.0,53.1,53.1,52.8,0.23,0.24,0.53,8.0,4.66,90,https://www.allrecipes.com/recipe/49182/ham-with-honey-and-brown-sugar-glaze/
Best Beef Dip Ever,290.0,22.8,2.5,20.4,0.31,0.06000000000000005,0.63,10.0,4.53,370,https://www.allrecipes.com/recipe/50235/best-beef-dip-ever/
Capers And Halibut,284.0,24.2,1.4,17.0,0.34,0.11999999999999988,0.54,4.0,4.63,25,https://www.allrecipes.com/recipe/50392/capers-and-halibut/
Fry Bread Tacos Ii,808.0,40.4,76.7,36.5,0.2,0.39,0.41,4.0,4.6,47,https://www.allrecipes.com/recipe/50435/fry-bread-tacos-ii/
Gs Flank Steak Marinade,257.0,25.2,7.3,13.8,0.39,0.13,0.48,6.0,4.6,395,https://www.allrecipes.com/recipe/50579/gs-flank-steak-marinade/
Broiled Tilapia Parmesan,224.0,25.4,0.8,12.8,0.45,0.040000000000000036,0.51,8.0,4.71,15,https://www.allrecipes.com/recipe/50644/broiled-tilapia-parmesan/
Grilled Lemon Herb Pork Chops,202.0,25.1,1.6,10.1,0.5,0.050000000000000044,0.45,6.0,4.51,145,https://www.allrecipes.com/recipe/50848/grilled-lemon-herb-pork-chops/
Grilled Sausage With Potatoes And Green Beans,544.0,28.3,21.3,38.4,0.21,0.15000000000000002,0.64,4.0,4.61,45,https://www.allrecipes.com/recipe/50849/grilled-sausage-with-potatoes-and-green-beans/
Maple Salmon,265.0,23.2,14.1,12.4,0.35,0.22999999999999998,0.42,4.0,4.67,60,https://www.allrecipes.com/recipe/51283/maple-salmon/
Loris Famous Crab Cakes,225.0,20.7,13.8,9.4,0.37,0.25,0.38,6.0,4.57,45,https://www.allrecipes.com/recipe/51850/loris-famous-crab-cakes/
Philly Cheesesteak Sandwich With Garlic Mayo,935.0,35.3,49.6,66.4,0.15,0.20999999999999996,0.64,4.0,4.67,30,https://www.allrecipes.com/recipe/51856/philly-cheesesteak-sandwich-with-garlic-mayo/
Beer And Brown Sugar Steak Marinade,390.0,38.1,9.2,20.8,0.39,0.13,0.48,4.0,4.51,70,https://www.allrecipes.com/recipe/52371/beer-and-brown-sugar-steak-marinade/
Carne Guisada Iii,677.0,44.6,18.5,46.5,0.26,0.12,0.62,4.0,4.64,135,https://www.allrecipes.com/recipe/52461/carne-guisada-iii/
Jimmys Mexican Pizza,370.0,19.6,31.6,18.6,0.21,0.33999999999999997,0.45,8.0,4.59,45,https://www.allrecipes.com/recipe/53075/jimmys-mexican-pizza/
Amazing Ribs,524.0,24.5,33.7,29.6,0.19,0.30000000000000004,0.51,12.0,4.65,310,https://www.allrecipes.com/recipe/53546/amazing-ribs/
Feta And Olive Meatballs,185.0,13.8,1.5,13.7,0.3,0.030000000000000027,0.67,8.0,4.58,20,https://www.allrecipes.com/recipe/53648/feta-and-olive-meatballs/
Fish Tacos,409.0,17.3,43.0,18.8,0.17,0.42000000000000004,0.41,8.0,4.71,60,https://www.allrecipes.com/recipe/53729/fish-tacos/
Pork Chops With Raspberry Sauce,113.0,0.2,14.9,6.3,0.01,0.49,0.5,4.0,4.6,30,https://www.allrecipes.com/recipe/53733/pork-chops-with-raspberry-sauce/
Lemon Pepper Salmon Ii,239.0,20.2,0.9,16.7,0.34,0.030000000000000027,0.63,4.0,4.63,23,https://www.allrecipes.com/recipe/54196/lemon-pepper-salmon-ii/
Chipotle Crusted Pork Tenderloin,183.0,20.4,11.7,6.1,0.45,0.25,0.3,6.0,4.56,35,https://www.allrecipes.com/recipe/54342/chipotle-crusted-pork-tenderloin/
Asian Salmon,388.0,27.9,39.6,12.0,0.29,0.42999999999999994,0.28,8.0,4.55,105,https://www.allrecipes.com/recipe/54702/asian-salmon/
Italian Grilled Cheese Sandwiches,394.0,15.0,42.0,18.3,0.15,0.43000000000000005,0.42,6.0,4.61,15,https://www.allrecipes.com/recipe/54725/italian-grilled-cheese-sandwiches/
Amazing Pork Chops In Cream Sauce,349.0,24.5,2.5,24.7,0.28,0.07999999999999996,0.64,8.0,4.56,25,https://www.allrecipes.com/recipe/55191/amazing-pork-chops-in-cream-sauce/
Kaese Spaetzle,245.0,11.5,20.1,13.1,0.19,0.33000000000000007,0.48,8.0,4.66,60,https://www.allrecipes.com/recipe/55224/kaese-spaetzle/
Personal Portobello Pizza,235.0,18.8,10.6,13.6,0.32,0.15999999999999992,0.52,1.0,4.63,40,https://www.allrecipes.com/recipe/55498/personal-portobello-pizza/
A Simply Perfect Roast Turkey,663.0,72.2,13.7,33.8,0.44,0.09999999999999998,0.46,24.0,4.84,270,https://www.allrecipes.com/recipe/56348/a-simply-perfect-roast-turkey/
Garlic Prime Rib,562.0,29.6,1.0,48.0,0.21,0.020000000000000018,0.77,15.0,4.79,100,https://www.allrecipes.com/recipe/56352/garlic-prime-rib/
Mama Corleones Sausage And Peppers,662.0,26.1,53.0,38.2,0.16,0.31999999999999995,0.52,4.0,4.55,40,https://www.allrecipes.com/recipe/56412/mama-corleones-sausage-and-peppers/
Salmon With Tomatoes,955.0,41.9,85.0,48.7,0.18,0.36,0.46,2.0,4.64,45,https://www.allrecipes.com/recipe/56901/salmon-with-tomatoes/
Gnocchi Bake,321.0,15.1,20.1,19.8,0.19,0.25,0.56,8.0,4.35,35,https://www.allrecipes.com/recipe/57071/gnocchi-bake/
Simply The Easiest Beef Brisket,520.0,23.7,32.1,31.0,0.18,0.28,0.54,6.0,4.65,250,https://www.allrecipes.com/recipe/57264/simply-the-easiest-beef-brisket/
Oregon Salmon Patties,441.0,24.2,20.0,29.0,0.22,0.19000000000000006,0.59,5.0,4.51,25,https://www.allrecipes.com/recipe/58868/oregon-salmon-patties/
Absolute Best Liver And Onions,687.0,48.9,74.2,20.7,0.28,0.44999999999999996,0.27,4.0,4.63,45,https://www.allrecipes.com/recipe/58942/absolute-best-liver-and-onions/
Grilled Marinated Swordfish,258.0,27.6,5.6,12.3,0.43,0.14,0.43,4.0,4.68,22,https://www.allrecipes.com/recipe/58997/grilled-marinated-swordfish/
Margarita Grilled Shrimp,188.0,18.7,1.3,11.1,0.4,0.06999999999999995,0.53,4.0,4.62,50,https://www.allrecipes.com/recipe/60111/margarita-grilled-shrimp/
Vegetarian Korma,462.0,8.6,41.3,31.1,0.07,0.32000000000000006,0.61,4.0,4.58,55,https://www.allrecipes.com/recipe/60598/vegetarian-korma/
Jagerschnitzel,556.0,32.9,29.9,33.5,0.24,0.21999999999999997,0.54,4.0,4.57,40,https://www.allrecipes.com/recipe/60708/jagerschnitzel/
Grilled Tri Tip With Oregon Herb Rub,214.0,30.4,0.3,9.3,0.57,0.040000000000000036,0.39,10.0,4.69,240,https://www.allrecipes.com/recipe/64497/grilled-tri-tip-with-oregon-herb-rub/
Calzone,285.0,11.3,34.2,11.1,0.16,0.49,0.35,10.0,4.68,185,https://www.allrecipes.com/recipe/6806/calzone/
Dumplings,105.0,2.8,18.0,2.4,0.11,0.6799999999999999,0.21,6.0,4.68,20,https://www.allrecipes.com/recipe/6900/dumplings/
Best Stovetop Bbq Ribs,246.0,20.9,10.6,13.3,0.34,0.16999999999999993,0.49,4.0,4.51,60,https://www.allrecipes.com/recipe/69780/best-stovetop-bbq-ribs/
Puff Pastry Salmon,685.0,33.5,38.9,43.7,0.2,0.22999999999999998,0.57,6.0,4.52,35,https://www.allrecipes.com/recipe/70923/puff-pastry-salmon/
New Orleans Barbeque Shrimp,345.0,23.8,4.8,25.1,0.28,0.06999999999999995,0.65,4.0,4.6,20,https://www.allrecipes.com/recipe/71424/new-orleans-barbeque-shrimp/
Simply Traditional Lasagna,736.0,43.8,62.5,34.6,0.24,0.3400000000000001,0.42,8.0,4.54,60,https://www.allrecipes.com/recipe/75654/simply-traditional-lasagna/
Lemon Pepper Salmon,498.0,31.6,36.2,23.5,0.25,0.33000000000000007,0.42,4.0,4.64,30,https://www.allrecipes.com/recipe/75671/lemon-pepper-salmon/
Moms Stovetop Pork Ribs,461.0,33.5,10.7,32.0,0.29,0.09000000000000008,0.62,6.0,4.56,60,https://www.allrecipes.com/recipe/75811/moms-stovetop-pork-ribs/
Spinach Tomato Tortellini,400.0,14.8,43.9,19.7,0.15,0.41000000000000003,0.44,6.0,4.65,40,https://www.allrecipes.com/recipe/76129/spinach-tomato-tortellini/
Heavenly Halibut,235.0,25.7,0.9,13.9,0.44,0.030000000000000027,0.53,8.0,4.64,25,https://www.allrecipes.com/recipe/76659/heavenly-halibut/
Wonderful Short Ribs,531.0,23.5,15.3,42.0,0.18,0.1100000000000001,0.71,6.0,4.5,130,https://www.allrecipes.com/recipe/76705/wonderful-short-ribs/
Italian Sausage Peppers And Onions,461.0,17.1,7.0,39.4,0.15,0.07999999999999996,0.77,6.0,4.71,40,https://www.allrecipes.com/recipe/76808/italian-sausage-peppers-and-onions/
Bolognese Stuffed Bell Peppers,310.0,13.7,17.2,20.4,0.18,0.22999999999999998,0.59,6.0,4.64,110,https://www.allrecipes.com/recipe/77194/bolognese-stuffed-bell-peppers/
Wienerschnitzel,515.0,29.1,33.7,29.1,0.23,0.26,0.51,4.0,4.65,90,https://www.allrecipes.com/recipe/78117/wienerschnitzel/
Hamburger Steak With Onions And Gravy,319.0,23.1,13.5,18.5,0.29,0.18999999999999995,0.52,4.0,4.61,40,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/
Slow Cooker Ham,360.0,25.8,18.0,20.1,0.29,0.20999999999999996,0.5,24.0,4.59,495,https://www.allrecipes.com/recipe/80525/slow-cooker-ham/
Indian Eggplant   Bhurtha,119.0,2.4,13.4,7.4,0.08,0.36,0.56,4.0,4.53,65,https://www.allrecipes.com/recipe/80686/indian-eggplant---bhurtha/
Yummy Lemon Salmon Burgers,209.0,20.5,5.3,11.4,0.39,0.12,0.49,6.0,4.51,20,https://www.allrecipes.com/recipe/81506/yummy-lemon-salmon-burgers/
French Leek Pie,304.0,10.7,20.1,20.3,0.14,0.26,0.6,6.0,4.54,60,https://www.allrecipes.com/recipe/81537/french-leek-pie/
Slow Cooker Chile Verde,265.0,22.5,12.1,12.4,0.34,0.24,0.42,8.0,4.58,500,https://www.allrecipes.com/recipe/81969/slow-cooker-chile-verde/
Chicago Style Pan Pizza,578.0,32.3,46.8,27.4,0.22,0.35,0.43,6.0,4.52,65,https://www.allrecipes.com/recipe/82007/chicago-style-pan-pizza/
Vietnamese Sandwich,627.0,55.3,72.1,12.1,0.35,0.48,0.17,4.0,4.52,15,https://www.allrecipes.com/recipe/82116/vietnamese-sandwich/
Best Ever Crab Cakes,216.0,13.9,5.7,15.2,0.26,0.10999999999999999,0.63,4.0,4.56,27,https://www.allrecipes.com/recipe/82347/best-ever-crab-cakes/
Oklahoma Brisket,615.0,30.0,35.6,39.2,0.2,0.22999999999999998,0.57,8.0,4.6,270,https://www.allrecipes.com/recipe/82380/oklahoma-brisket/
